masked_customer_id,y_true,risk_score,risk_rank,risk_percentile,risk_band,review_priority,action_candidate,score_month,model_version,policy_version
5067a1db...,1,0.99873288625,187,0.04074846430587061,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
b0303189...,1,0.99873259125,188,0.040966370532105216,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
73f7c1a1...,1,0.99873048625,189,0.04118427675833981,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
82e672d6...,1,0.9987294975,190,0.04140218298457442,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5ffb261e...,1,0.9987287325,191,0.04162008921080902,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
cbad1168...,1,0.99872524625,192,0.04183799543704362,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
92bbd804...,1,0.998725175,193,0.042055901663278224,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c03e2d39...,1,0.99872498625,194,0.04227380788951283,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4540259e...,1,0.9987226075,195,0.04249171411574743,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
8376b38f...,1,0.998722495,196,0.04270962034198203,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5d26deba...,1,0.99872164,197,0.042927526568216634,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
66c3036e...,1,0.99872071375,198,0.04314543279445124,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
cf259cf5...,1,0.998719825,199,0.043363339020685836,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
5cd5385f...,1,0.99871831875,200,0.04358124524692044,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
bfdd26f3...,1,0.99871808125,201,0.043799151473155044,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
026c94b4...,1,0.99871738625,202,0.04401705769938964,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
07758b90...,1,0.99871680375,203,0.044234963925624246,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
ecb8d52e...,1,0.9987167675,204,0.04445287015185885,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6e60018c...,1,0.998716545,205,0.044670776378093455,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
6951f180...,1,0.99871488375,206,0.04488868260432805,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
715f0c56...,1,0.9987146375,207,0.045106588830562656,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
0159a04b...,1,0.99871292625,208,0.04532449505679726,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
c2b6a13b...,1,0.99871289125,209,0.04554240128303186,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
d1f5618c...,1,0.9987128075,210,0.04576030750926646,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
56a377c1...,1,0.99871258125,211,0.04597821373550107,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
4c152b69...,1,0.99871248,212,0.046196119961735664,Critical,1,Urgent manual review candidate,2018-03-31,best_equal_8models,policy_v1
